AV PID,Street Name,Street Number,Map,Lot,Land Area in Acres,Fiscal Year, Total Assessed Land Value , Total Appraised Improvements , Total Appraised Parcel Value ,Sale Date,Book/Page,Q U,Val Code,I V, Price ,Owner Occupied,Use Code,Use Descript, Effective Area , Gross Area , Living Area ,Year Built,,Style,Stories,Occupancy,Roof,Exterior Wall,Heat,Fuel,A/C,Room Count,Bedrooms,Baths,Half Baths,Grade
5936,WASHINGTON AV,533,89,94,0.1815427,2018," $178,500 "," $128,200 "," $306,700 ",2/2/2006,C123057,U,1A,I, $1 ,Y,1010,Single Fam," 1,804 "," 3,332 "," 1,471 ",1956,4,Cape Cod,1.5,1,Gable/Hip,Vinyl Siding,Forced Air-Duc,Oil,None,,3,2,0,Average
5935,WASHINGTON AV,535,89,93,0.1010101,2018," $165,700 "," $338,800 "," $504,500 ",6/8/2009, 45053/ 078,U,1O,I," $242,500 ",,1050,THREE FAM," 3,133 "," 4,862 "," 2,870 ",1939,3F,3 Family,2.5,3,Gable/Hip,Vinyl Siding,Steam,Gas,None,12 Rooms,5,3,0,Average
1401,WASHINGTON AV,540,89,46,3.26551882,2018," $822,200 "," $28,400 "," $850,600 ",,,U,,, $-   ,,9300,TOWN SELECTMEN V," 1,312 "," 1,312 "," 1,312 ",1987,56,Condo Office,1,2,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,Unit/AC,,,2,,Good
1401,WASHINGTON AV,540,89,46,3.26551882,2018," $822,200 "," $28,400 "," $850,600 ",,,U,,, $-   ,,9300,TOWN SELECTMEN V,,,,,,,,,,,,,,,,,,
5934,WASHINGTON AV,541,89,92,0.05668044,2018," $128,500 "," $233,400 "," $361,900 ",9/17/2002, 29362/ 280,U,1A,I, $100 ,Y,1040,TWO FAMILY  ," 2,175 "," 3,140 "," 1,844 ",1913,2F,2 Family,2,2,Flat,Wood Shingle,Steam,Gas,None,,4,2,0,Average
5933,WASHINGTON AV,545,89,91,0.04745179,2018," $22,800 ", $-   ," $22,800 ",9/17/2002, 29362/ 280,U,1A,V, $100 ,,1320,RES ACLNUD  ," 5,985 "," 5,985 "," 5,985 ",1950,40,Light Indust,1,1,Flat,Concr/Cinder,Hot Air-no Duc,Gas,None,,0,0,,Below Average
5933,WASHINGTON AV,545,89,91,0.04745179,2018," $22,800 ", $-   ," $22,800 ",9/17/2002, 29362/ 280,U,1A,V, $100 ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
5932,WASHINGTON AV,549,89,90,0.04104683,2018," $114,100 "," $162,800 "," $276,900 ",,,U,,, $-   ,Y,1040,TWO FAMILY  ," 1,960 "," 2,919 "," 1,726 ",1915,2F,2 Family,2,2,Flat,Vinyl Siding,Steam,Oil,None,,4,2,0,Average
5931,WASHINGTON AV,553,89,89,0.03319559,2018," $106,900 "," $166,500 "," $273,400 ",7/25/2017, 58276/ 242,Q,0,I," $420,000 ",,1040,TWO FAMILY  ," 2,519 "," 3,442 "," 2,192 ",1902,2F,2 Family,2,2,Flat,Vinyl Siding,Steam,Oil,None,,4,2,0,Average
1402,WASHINGTON AV,560,89,53,0.09022039,2018," $143,100 "," $258,000 "," $401,100 ",1/17/2017, 57431/ 280,U,1F,I, $1 ,,322,STORE/SHOP  ," 4,709 "," 5,708 "," 4,316 ",1910,80,Stores/Apt Com,3,4,Flat,Brick/Masonry,Hot Water,Oil,None,,0,0,,Average
5903,WASHINGTON AV,562,89,54,0.12610193,2018," $177,100 "," $322,700 "," $499,800 ",12/9/2002, 30035/ 001,U,1N,I," $200,000 ",,1050,THREE FAM," 2,752 "," 4,713 "," 2,458 ",1896,3F,3 Family,2,3,Gable/Hip,Wood Shingle,Hot Water,Oil,None,,5,3,0,Average
1406,WASHINGTON AV,571,89,69,0.31016988,2018," $389,100 "," $176,500 "," $565,600 ",5/16/1997,CERT#111957,Q,0,I," $19,000 ",,334S,GAS ST SRV  ," 1,979 "," 1,966 "," 1,966 ",1945,26,Serv Sta 2-bay,1,1,Salt Box,Brick/Masonry,Forced Air-Duc,Gas,None,,0,0,,Average
5915,WASHINGTON AV,573,89,68,0.08911846,2018," $156,000 "," $193,700 "," $349,700 ",11/19/2008,C#126044,Q,0,I," $235,000 ",Y,1040,TWO FAMILY  ," 2,819 "," 4,704 "," 2,218 ",1932,2F,2 Family,2,2,Gable/Hip,Wood Shingle,Forced Air-Duc,Gas,None,,5,3,0,Average
5914,WASHINGTON AV,577,89,67,0.08911846,2018," $156,000 "," $203,600 "," $359,600 ",5/20/2010,   633/ 008,U,1A,I, $1 ,,1040,TWO FAMILY  ," 2,736 "," 3,865 "," 2,016 ",1935,2F,2 Family,2,2,Gable/Hip,Aluminum Sidng,Hot Water,Oil,None,10 Rooms,4,2,0,Average
6087,WASHINGTON AV,581,92,75,0.08911846,2018," $156,000 "," $173,000 "," $329,000 ",3/11/2009,DC763843,U,1A,I, $-   ,Y,1040,TWO FAMILY  ," 2,606 "," 4,725 "," 2,125 ",1935,2F,2 Family,2,2,Gable/Hip,Aluminum Sidng,Steam,Gas,None,10 Rooms,6,2,0,Average
5910,WASHINGTON AV,582,89,63,0.14348026,2018," $9,700 ", $-   ," $9,700 ",11/9/1998, 23092/ 049,U,1F,V, $100 ,,1320,RES ACLNUD  ," 2,970 "," 4,272 "," 2,536 ",1963,17,Store,1,1,Gable/Hip,Clapboard,Forced Air-Duc,Gas,Central,,0,0,,Average
5910,WASHINGTON AV,582,89,63,0.14348026,2018," $9,700 ", $-   ," $9,700 ",11/9/1998, 23092/ 049,U,1F,V, $100 ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
1405,WASHINGTON AV,584,89,64,0.16551882,2018," $204,600 "," $703,000 "," $907,600 ",10/4/2012, 50284/ 283,U,1A,I, $100 ,,111C,APT 4-UNT  ," 8,631 "," 10,708 "," 7,782 ",1914,14,Apt 5-8,3,6,Flat,Aluminum Sidng,Hot Water,Gas,None,,12,0,,Average
6086,WASHINGTON AV,585,92,74,0.08911846,2018," $156,000 "," $222,200 "," $378,200 ",3/19/2013,   645/ 125,U,1A,I, $1 ,Y,1040,TWO FAMILY  ," 2,441 "," 3,342 "," 2,016 ",1935,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,8 Rooms,4,2,0,Average
6085,WASHINGTON AV,589,92,73,0.09182736,2018," $158,200 "," $195,900 "," $354,100 ",11/24/2004,C692220,Q,0,I," $375,000 ",Y,1040,TWO FAMILY  ," 2,597 "," 3,549 "," 2,254 ",1913,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,4,2,0,Average
5912,WASHINGTON AV,592,89,65,0.0530303,2018," $125,100 "," $139,800 "," $264,900 ",8/29/1997, 21689/ 231,Q,0,I," $112,000 ",Y,1010,Single Fam," 1,865 "," 3,090 "," 1,598 ",1934,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,4,1,1,Average
6084,WASHINGTON AV,593,92,72,0.09182736,2018," $158,200 "," $155,500 "," $313,700 ",4/16/2008,C#125390,U,1S,I," $220,000 ",,1040,TWO FAMILY  ," 2,268 "," 3,352 "," 2,016 ",1935,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,6,2,0,Average
5913,WASHINGTON AV,594,89,66,0.07183196,2018," $142,100 "," $111,600 "," $253,700 ",12/16/2015, 55472/  32,Q,0,I," $260,000 ",Y,1010,Single Fam," 1,535 "," 2,746 "," 1,292 ",1890,6,Conventional,2.3,1,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,2,1,0,Average
6088,WASHINGTON AV,596,92,76,0.09641873,2018," $162,000 "," $111,200 "," $273,200 ",5/28/2010, 46467/ 143,Q,0,I," $210,000 ",Y,1010,Single Fam," 1,542 "," 2,374 "," 1,438 ",1890,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,2,1,0,Average
6083,WASHINGTON AV,597,92,71,0.09182736,2018," $158,200 "," $188,000 "," $346,200 ",2/24/2017,133670/ 664,Q,0,I," $450,000 ",,1040,TWO FAMILY  ," 2,487 "," 4,392 "," 2,016 ",1935,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,10 Rooms,4,2,0,Average
6089,WASHINGTON AV,598,92,77,0.10022957,2018," $165,000 "," $180,300 "," $345,300 ",,,U,,, $-   ,Y,1040,TWO FAMILY  ," 2,332 "," 3,826 "," 2,114 ",1920,2F,2 Family,2,2,Gable/Hip,Aluminum Sidng,Hot Water,Oil,None,10 Rooms,4,2,0,Average
6090,WASHINGTON AV,600,92,78,0.09905877,2018," $164,100 "," $149,200 "," $313,300 ",9/22/1994, 19332/ 257,U,,, $-   ,Y,1010,Single Fam," 2,073 "," 3,528 "," 1,791 ",1910,6,Conventional,2,1,Gable/Hip,Aluminum Sidng,Steam,Oil,None,,3,2,,Average
6091,WASHINGTON AV,602,92,79,0.09272268,2018," $158,900 "," $124,200 "," $283,100 ",11/30/2004, 35990/ 035,Q,0,I," $370,000 ",Y,1010,Single Fam," 1,676 "," 2,858 "," 1,485 ",1890,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,3,1,0,Average
102912,WASHINGTON AV,604,92,    80A,0,2018, $-   ," $117,200 "," $117,200 ",10/27/2010, 47096/ 019,U,1S,I," $85,000 ",,1021,Condo  ," 1,066 "," 1,066 "," 1,066 ",1900,CA,Condo-Apt,1,1,Flat,Vinyl Siding,Hot Water,Gas,None,,2,1,,Average
102913,WASHINGTON AV,604,92,    80F,0,2018, $-   ," $100,900 "," $100,900 ",12/30/2003, 33562/ 197,Q,0,I," $150,000 ",Y,1021,Condo  , 720 , 720 , 720 ,1900,CA,Condo-Apt,1,1,Flat,Vinyl Siding,Hot Water,Gas,None,,2,1,,Average
102914,WASHINGTON AV,604,92,    80E,0,2018, $-   ," $100,900 "," $100,900 ",5/11/2010, 46386/ 267,U,1S,I," $66,000 ",Y,1021,Condo  , 720 , 720 , 720 ,1900,CA,Condo-Apt,1,1,Flat,Vinyl Siding,Hot Water,Gas,None,,2,1,,Average
102915,WASHINGTON AV,604,92,    80D,0,2018, $-   ," $105,800 "," $105,800 ",9/25/2013, 52159/ 222,Q,0,I," $162,000 ",,1021,Condo  , 720 , 720 , 720 ,1900,CA,Condo-Apt,1,1,Flat,Vinyl Siding,Hot Water,Gas,None,,2,1,,Average
102916,WASHINGTON AV,604,92,    80C,0,2018, $-   ," $99,500 "," $99,500 ",8/14/2003, 32434/ 194,Q,0,I," $150,000 ",,1021,Condo  , 780 , 780 , 780 ,1900,CA,Condo-Apt,1,1,Flat,Vinyl Siding,Hot Water,Gas,None,,2,1,,Average
102917,WASHINGTON AV,604,92,    80B,0,2018, $-   ," $114,800 "," $114,800 ",7/7/2014, 53189/ 347,Q,0,I," $97,000 ",,1021,Condo  , 622 , 622 , 622 ,1900,CA,Condo-Apt,1,1,Flat,Vinyl Siding,Hot Water,Gas,None,,1,1,,Average
102918,WASHINGTON AV,604,92,    80G,0,2018, $-   ," $106,400 "," $106,400 ",7/19/2013, 51814/  83,Q,0,I," $145,000 ",Y,1021,Condo  , 732 , 732 , 732 ,1900,CA,Condo-Apt,1,1,Flat,Vinyl Siding,Hot Water,Gas,None,,2,1,,Average
6092,WASHINGTON AV,606,92,81,0.09201102,2018," $158,400 "," $121,500 "," $279,900 ",5/30/1974,  8712/ 331,U,,, $-   ,Y,1010,Single Fam," 2,048 "," 2,936 "," 1,776 ",1920,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,4,1,0,Average
6093,WASHINGTON AV,608,92,82,0.09497245,2018," $160,800 "," $181,000 "," $341,800 ",4/1/1999, 23606/  35,Q,0,I," $158,000 ",Y,1040,TWO FAMILY  ," 2,153 "," 3,240 "," 1,881 ",1920,2F,2 Family,2,2,Flat,Wood Shingle,Hot Water,Oil,None,10 Rooms,4,2,0,Average
6094,WASHINGTON AV,610,92,83,0.10123967,2018," $165,900 "," $195,600 "," $361,500 ",9/28/2001, 27123/ 285,Q,0,I," $285,000 ",Y,1040,TWO FAMILY  ," 2,229 "," 3,240 "," 1,976 ",1940,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Gas,None,,5,2,0,Average
6082,WASHINGTON AV,613,92,70,0.12431129,2018," $177,000 "," $165,300 "," $342,300 ",5/24/2013, 51494/ 236,U,1A,I, $100 ,Y,1010,Single Fam," 2,468 "," 3,448 "," 2,128 ",1970,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,4,2,0,Average
6095,WASHINGTON AV,614,92,84,0.04928834,2018," $12,200 ", $-   ," $12,200 ",9/28/2001, 27123/ 285,U,1G,V," $285,000 ",,1320,RES ACLNUD  ," 2,875 "," 3,699 "," 2,546 ",1910,80,Stores/Apt Com,3,1,Mansard,Wood Shingle,Hot Water,Gas,None,,0,0,,Average
6095,WASHINGTON AV,614,92,84,0.04928834,2018," $12,200 ", $-   ," $12,200 ",9/28/2001, 27123/ 285,U,1G,V," $285,000 ",,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
6081,WASHINGTON AV,615,92,69,0.04804867,2018," $120,500 "," $78,900 "," $199,400 ",7/5/2007, 42104/ 188,Q,0,I," $190,000 ",Y,1010,Single Fam," 1,414 "," 2,420 "," 1,120 ",1950,6,Conventional,2,1,Gable/Hip,Wood Shingle,Steam,Gas,None,,3,1,0,Average
6080,WASHINGTON AV,619,92,68,0.17235996,2018," $178,300 "," $168,400 "," $346,700 ",8/21/2017, 58403/  58,U,1A,I, $100 ,,1010,Single Fam," 2,053 "," 3,066 "," 1,450 ",1981,1,Ranch,1,1,Gable/Hip,Wood Shingle,Hot Water,Gas,None,,3,2,0,Average
6079,WASHINGTON AV,621,92,67,0.17447199,2018," $178,400 "," $96,000 "," $274,400 ",8/25/2011, 48302/ 202,U,1A,I, $10 ,Y,1010,Single Fam," 1,770 "," 4,057 "," 1,232 ",1940,5,Bungalow,1,1,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,,2,1,0,Average
1412,WASHINGTON AV,638,92,31,0.1817034,2018," $332,500 "," $174,100 "," $506,600 ",, 17209/  22,U,,, $-   ,,332S,AUTO REPR  ," 2,776 "," 3,172 "," 2,732 ",1948,27,Auto Sales Rpr,1,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,0,3,,Average
6061,WASHINGTON AV,641,92,48,0.12855831,2018," $177,200 "," $101,600 "," $278,800 ",3/16/2012,   640/ 132,U,0,I," $158,200 ",Y,1010,Single Fam," 1,395 "," 2,372 "," 1,116 ",1940,4,Cape Cod,1.25,1,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,,4,1,2,Average
1413,WASHINGTON AV,644,92,32,0.22991276,2018," $176,500 "," $628,700 "," $805,200 ",4/23/2010, 46318/ 089,U,1O,I," $335,000 ",,322,STORE/SHOP  ," 11,528 "," 11,528 "," 11,528 ",2010,95,Garage/Office,2,5,Flat,Stucco/Masonry,Hot Water,Gas,Central,,0,0,,Average
6059,WASHINGTON AV,647,92,42,0.06790634,2018," $138,800 "," $376,600 "," $515,400 ",5/29/2013, 51513/ 113,Q,0,I," $399,900 ",,1050,THREE FAM," 3,356 "," 4,287 "," 3,123 ",1920,3F,3 Family,3,3,Flat,Asbest Shingle,Steam,Gas,None,,6,3,0,Average
6058,WASHINGTON AV,649,92,41,0.08758035,2018," $154,800 "," $445,700 "," $600,500 ",6/3/2014, 53053/ 322,U,1O,I," $360,000 ",,1050,THREE FAM," 5,300 "," 7,238 "," 4,716 ",1900,3F,3 Family,3,3,Flat,Vinyl Siding,Hot Water,Gas,None,18 Rooms,9,3,0,Average
1416,WASHINGTON AV,653,92,40,0.08076217,2018," $171,600 "," $295,300 "," $466,900 ",3/27/2015, 54233/ 124,Q,0,I," $475,000 ",,1110,APT 4-UNT  ," 4,882 "," 6,558 "," 4,463 ",1900,4F,Apt 4,3,4,Flat,Brick/Masonry,Hot Water,Gas,None,,8,5,0,Average
1414,WASHINGTON AV,654,92,33,0.34187328,2018," $318,100 "," $436,600 "," $754,700 ",,,U,,, $-   ,,326,REST/CLUBS  ," 6,139 "," 7,499 "," 5,685 ",1900,80,Stores/Apt Com,1,5,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average
1415,WASHINGTON AV,655,92,37,0.01606979,2018," $3,400 ", $-   ," $3,400 ",5/19/1993, 18234/   1,U,,, $-   ,,1320,RES ACLNUD  ," 48,363 "," 68,648 "," 41,548 ",2000,54,Health Club,1,1,Flat,Concr/Cinder,Hot Water,Gas,None,,0,0,,Good+10
1415,WASHINGTON AV,655,92,37,0.01606979,2018," $3,400 ", $-   ," $3,400 ",5/19/1993, 18234/   1,U,,, $-   ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
103537,WASHINGTON AV,191-1,57,   67U3,0,2018, $-   ," $292,900 "," $292,900 ",8/26/2016, 56663/ 324,U,1S,I," $255,000 ",,1021,Condo  ," 1,027 "," 1,027 "," 1,027 ",2006,CA,Condo-Apt,3,1,Mansard,Brick/Masonry,Hot Water,Gas,Central,,2,1,1,Average +10
103534,WASHINGTON AV,191-2,57,   67U6,0,2018, $-   ," $356,100 "," $356,100 ",6/10/2014, 53076/ 102,Q,0,I," $316,000 ",Y,1021,Condo  ," 1,371 "," 1,371 "," 1,371 ",2006,CA,Condo-Apt,3,1,Mansard,Brick/Masonry,Hot Water,Gas,Central,,2,2,0,Average +10
103533,WASHINGTON AV,195-1,57,   67U1,0,2018, $-   ," $289,800 "," $289,800 ",3/9/2007, 41426/ 199,Q,0,I," $257,000 ",Y,1021,Condo  ," 1,008 "," 1,008 "," 1,008 ",2006,CA,Condo-Apt,3,1,Mansard,Brick/Masonry,Hot Water,Gas,Central,,2,1,1,Average +10
103538,WASHINGTON AV,195-2,57,   67U2,0,2018, $-   ," $271,200 "," $271,200 ",12/20/2006, 40971/ 084,Q,0,I," $222,500 ",Y,1021,Condo  , 904 , 904 , 904 ,2006,CA,Condo-Apt,3,1,Mansard,Brick/Masonry,Hot Water,Gas,Central,,2,1,1,Average +10
103535,WASHINGTON AV,195-3,57,   67U5,0,2018, $-   ," $286,700 "," $286,700 ",2/28/2013, 51053/ 052,Q,0,I," $239,500 ",Y,1021,Condo  , 990 , 990 , 990 ,2006,CA,Condo-Apt,3,1,Mansard,Brick/Masonry,Hot Water,Gas,Central,,2,1,1,Average +10
103536,WASHINGTON AV,195-4,57,   67U4,0,2018, $-   ," $291,900 "," $291,900 ",2/29/2012, 49147/ 094,Q,0,I," $229,000 ",Y,1021,Condo  ," 1,021 "," 1,021 "," 1,021 ",2006,CA,Condo-Apt,3,1,Mansard,Brick/Masonry,Hot Water,Gas,Central,,2,1,1,Average +10
103102,WASHINGTON AV,422B,85,    97B,0,2018, $-   ," $436,800 "," $436,800 ",1/6/2005, 36256/ 319,U,1A,I," $150,000 ",,1021,Condo  ," 1,513 "," 2,217 "," 1,164 ",2004,CT,Condo-Twnhse,2,1,Gable/Hip,Cedar or Redwd,Forced Air-Duc,Gas,Central,,2,2,1,Average +10
1411,WASHINGTON AV,553A,89,88,0.10206612,2018," $33,300 ", $-   ," $33,300 ",8/9/2016, 56569/   29,U,1H,I," $100,000 ",,1310,RES ACLNPO," 5,069 "," 6,374 "," 4,574 ",1940,3F,3 Family,3,3,Flat,Vinyl Siding,Hot Water,Oil,None,,9,5,0,Average
1411,WASHINGTON AV,553A,89,88,0.10206612,2018," $33,300 ", $-   ," $33,300 ",8/9/2016, 56569/   29,U,1H,I," $100,000 ",,1310,RES ACLNPO,,,,,,,,,,,,,,,,,,
5379,WASHINGTON AV,,79,44,0.06363636,2018," $6,700 ", $-   ," $6,700 ",,,U,,, $-   ,,1320,RES ACLNUD  ," 80,412 "," 62,920 "," 62,920 ",1985,AF,Air Freight,2,1,Gable/Hip,Pre-finsh Metl,Hot Air-no Duc,Gas,None,,0,0,,Average
4444,WASHINGTON AV,,64,128,0.05254821,2018," $6,500 ", $-   ," $6,500 ",, 17697/  22,U,,, $-   ,,1320,RES ACLNUD  ," 1,220 "," 2,240 ", 880 ,1920,17,Store,1,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,0,0,,Average
5650,WASHINGTON AV,,86,42,0.08264463,2018," $22,600 ", $-   ," $22,600 ",,,U,,, $-   ,,1320,RES ACLNUD  ," 39,181 "," 44,300 "," 37,474 ",1993,29,Nursing Home,4,1,Flat,Concr/Cinder,Forced Air-Duc,Gas,Central,,0,0,,Average +10
5902,WASHINGTON AV,,89,51,0.09366391,2018," $31,900 ", $-   ," $31,900 ",12/14/2015, 55454/ 108,U,1A,V, $1 ,,1310,RES ACLNPO," 9,592 "," 9,592 "," 9,592 ",1900,18,Office Bldg,2,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,0,4,,Average +10
5627,WASHINGTON AV,,86,16,0.07116621,2018," $14,200 "," $1,400 "," $15,600 ",5/1/2013, 51374/ 304,U,1V,V," $330,000 ",,1060,AC LND IMP  ," 9,913 "," 10,612 "," 9,628 ",1920,96,Office/Warehs,2,1,Flat,Brick/Masonry,Forced Air-Duc,Oil,Central,,0,4,,Average
1409,WASHINGTON AV,,89,74,8.15243343,2018," $2,052,600 "," $7,094,200 "," $9,146,800 ",,,U,,, $-   ,,9701,HOUSING AUTHORITY C," 6,520 "," 6,520 "," 6,520 ",1950,89,Other Municip,2,6,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,,,,Below Average
1410,WASHINGTON AV,,89,78,0.56932966,2018," $187,700 "," $697,400 "," $885,100 ",,,U,,, $-   ,,9701,HOUSING AUTHORITY C," 6,520 "," 6,520 "," 6,520 ",1950,89,Other Municip,2,6,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,,,,Below Average
5379,WASHINGTON AV,,79,44,0.06363636,2018," $6,700 ", $-   ," $6,700 ",,,U,,, $-   ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
4444,WASHINGTON AV,,64,128,0.05254821,2018," $6,500 ", $-   ," $6,500 ",, 17697/  22,U,,, $-   ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
5650,WASHINGTON AV,,86,42,0.08264463,2018," $22,600 ", $-   ," $22,600 ",,,U,,, $-   ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
5902,WASHINGTON AV,,89,51,0.09366391,2018," $31,900 ", $-   ," $31,900 ",12/14/2015, 55454/ 108,U,1A,V, $1 ,,1310,RES ACLNPO,,,,,,,,,,,,,,,,,,
5627,WASHINGTON AV,,86,16,0.07116621,2018," $14,200 "," $1,400 "," $15,600 ",5/1/2013, 51374/ 304,U,1V,V," $330,000 ",,1060,AC LND IMP  ,,,,,,,,,,,,,,,,,,
2729,WATTS ST,7,21,189,0.065427,2018," $49,100 "," $4,700 "," $53,800 ",4/20/1994, 19031/ 235,U,,, $-   ,,1060,AC LND IMP  ," 1,017 "," 1,017 "," 1,017 ",1983,56,Condo Office,1,1,Flat,Pre-cast Concr,Forced Air-Duc,Gas,Central,,0,0,0,Average +10
2729,WATTS ST,7,21,189,0.065427,2018," $49,100 "," $4,700 "," $53,800 ",4/20/1994, 19031/ 235,U,,, $-   ,,1060,AC LND IMP  ,,,,,,,,,,,,,,,,,,
2600,WATTS ST,8,21,49,0.065427,2018," $49,100 "," $20,900 "," $70,000 ",, 17774/ 148,U,,, $-   ,,1060,AC LND IMP  ," 5,354 "," 8,566 "," 4,283 ",1920,17,Store,1,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,0,0,,Average
2600,WATTS ST,8,21,49,0.065427,2018," $49,100 "," $20,900 "," $70,000 ",, 17774/ 148,U,,, $-   ,,1060,AC LND IMP  ,,,,,,,,,,,,,,,,,,
2727,WATTS ST,9,21,188,0.05431589,2018," $126,300 "," $312,400 "," $438,700 ",, 16460/0059,U,,, $-   ,,1050,THREE FAM," 3,172 "," 4,220 "," 2,916 ",1900,3F,3 Family,3,3,Flat,Vinyl Siding,Hot Water,Gas,None,14 Rooms,7,3,0,Average
2601,WATTS ST,10,21,50,0.0719697,2018," $163,500 "," $279,800 "," $443,300 ",10/15/1992, 17774/ 148,U,,, $-   ,,1110,APT 4-UNT  ," 3,399 "," 4,701 "," 3,024 ",1900,4F,Apt 4,2,4,Flat,Vinyl Siding,Hot Water,Gas,None,20 Rooms,8,4,0,Average
2728,WATTS ST,11,21,   188A,0.05472911,2018," $126,700 "," $309,800 "," $436,500 ",10/22/2004, 35735/ 213,U,1A,I, $1 ,Y,1050,THREE FAM," 3,176 "," 4,220 "," 2,916 ",1900,3F,3 Family,3,3,Flat,Vinyl Siding,Steam,Oil,None,14 Rooms,5,3,0,Average
2602,WATTS ST,12,21,51,0.06868687,2018," $139,500 "," $220,000 "," $359,500 ",11/27/2017, 58845/ 290,Q,0,I," $581,000 ",,1040,TWO FAMILY  ," 2,516 "," 3,453 "," 2,282 ",1900,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Gas,None,11 Rooms,5,2,0,Average
2726,WATTS ST,13,21,187,0.11076676,2018," $173,600 "," $206,300 "," $379,900 ",3/3/2003, 30492/ 335,U,1A,I, $100 ,,1040,TWO FAMILY  ," 3,243 "," 4,664 "," 2,888 ",1900,2F,2 Family,2,2,Flat,Wood Shingle,Hot Water,Gas,None,,2,2,0,Average
2603,WATTS ST,14,21,52,0.06652893,2018," $137,500 "," $139,600 "," $277,100 ",6/22/2005, 37362/ 021,Q,0,I," $350,000 ",Y,1040,TWO FAMILY  ," 2,195 "," 3,186 "," 1,960 ",1900,2F,2 Family,2,2,Flat,Vinyl Siding,Forced Air-Duc,Oil,Heat Pump,11 Rooms,5,2,0,Average
2604,WATTS ST,16,21,53,0.0687787,2018," $139,600 "," $171,000 "," $310,600 ",1/31/1995, 19579/ 226,U,,, $-   ,Y,1040,TWO FAMILY  ," 2,247 "," 3,207 "," 2,006 ",1900,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Oil,None,11 Rooms,7,2,0,Average
2605,WATTS ST,18,21,54,0.0545225,2018," $89,800 "," $85,600 "," $175,400 ",12/31/2004, 36221/ 023,U,1G,I," $5,828,721 ",,1040,TWO FAMILY  ," 2,344 "," 3,274 "," 2,070 ",1900,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Gas,None,11 Rooms,5,2,0,Average
2725,WATTS ST,19,21,186,0.09921947,2018," $118,200 "," $2,800 "," $121,000 ",9/11/2006, 40354/ 253,U,1A,V, $100 ,,1060,AC LND IMP  ," 1,334 "," 1,334 "," 1,334 ",1983,56,Condo Office,1,1,Flat,Pre-cast Concr,Forced Air-Duc,Gas,Central,,0,0,0,Average +10
2725,WATTS ST,19,21,186,0.09921947,2018," $118,200 "," $2,800 "," $121,000 ",9/11/2006, 40354/ 253,U,1A,V, $100 ,,1060,AC LND IMP  ,,,,,,,,,,,,,,,,,,
2606,WATTS ST,22,21,55,0.109045,2018," $172,100 "," $313,600 "," $485,700 ",7/10/2009, 45215/ 059,Q,N0,I," $270,000 ",Y,1040,TWO FAMILY  ," 4,004 "," 5,141 "," 3,371 ",1900,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Oil,None,13 Rooms,7,2,0,Average
2724,WATTS ST,23,21,185,0.07536731,2018," $144,900 "," $315,700 "," $460,600 ",9/11/2006, 40354/ 253,U,1A,I, $100 ,,1050,THREE FAM," 3,890 "," 4,928 "," 3,300 ",1900,3F,3 Family,3,3,Flat,Brick/Masonry,Hot Water,Gas,None,16 Rooms,7,3,0,Average
